,title,description,source,job-id,ar-chars
11494,مدير مخازن (مواد غذائية) - السادس من اكتوبر - الجيزة,#الشروط:*خبره من 10 سنوات الى 15 سنه بالمخازن ولا تقل عن 3 سنوات كمدير مخازن.*يشترط خبرة في مجال الصناعات الغذائيه (FMCG)*مؤهل عالى مناسب. * حد اقصى للسن 40 سنة.#المميزات*العمل 9 ساعات.*تأمينات طبية واجتماعيه *اجازه الجمعه - السبت. - 10- 15 سنة خبرة - مؤهل عالي - اعمال ادارية,forsana,237557,True
11495,أمين مخزن - قنا - قنا,مسئول عن مراقبة المخزون و إدخال البيانات. إدارة المخازن بشكل يحقق تنفيذ سياسات الشركة. تنفيذ عمليات الإستلام و التخزين و التوزيع. إستلام و ترتيب البضائع بالشكل السليم تجنبا للتلف او الفقد. مسئول عن مراقبة المخزون و عمل الجرود اليومية و الدورية. العمل علي ترتيب المخزن و الإستخدام الأمثل للمساحة المتاحة بالمخزن. - 3- 5 سنوات خبرة - مؤهل عالي - اعمال ادارية,forsana,237554,True
11496,فني لصق فينيل اعلانات - مدينة العبور - القاهرة,- سنة خبرة على الأقل - ثانوية فنية نظام ٣ سنوات (متوسط) - صناعة وزراعة,forsana,237553,True
11497,فني تجليد علب هدايا - مدينة العبور - القاهرة,- سنة خبرة على الأقل - ثانوية فنية نظام ٣ سنوات (متوسط) - صناعة وزراعة,forsana,237552,True
11498,موظف استقبال - مدينة العبور - القاهرة,- سنة خبرة على الأقل - مؤهل عالي - اعمال ادارية,forsana,237551,True
11499,سائقين (رخصة درجة ثالثة وثانية ) (الجيزة) - الهرم - الجيزة,- العطلة الإسبوعية: الجمعة.- مرتب+ عموله - تأمينات أجتماعيه وصحيه وعلى الحياة- مجال الشركة : مبيعات المواد الغذائية - سنتان- 15 سنة خبرة - يجيد القراءة والكتابة بلا شهادة - قيادة وتوصيل,forsana,237550,True
11500,مراقب جودة - مدينة العبور - القاهرة,مصنع استنادات عرض كرتون - سنتان خبرة على الأقل - ثانوية فنية نظام ٣ سنوات (متوسط) - صناعة وزراعة,forsana,237549,True
11501,مونتاج و مونتير / فويس اوفر Freelancer - مصر الجديدة - القاهرة,- لا يشترط خبرة - مؤهل عالي - تكنولوجيا معلومات واتصالات,forsana,237547,True
11502,سائق (رخصة مهنية درجة ثالثة) - العاشر من رمضان - الشرقية,- لا يشترط خبرة - ابتدائية - قيادة وتوصيل,forsana,237546,True
11503,تسويق الكتروني - مدينة العبور - القاهرة,- سنتان خبرة على الأقل - مؤهل عالي - تسويق ومبيعات,forsana,237545,True
11504,مسئول مبيعات خارجية (يمتلك سيارة) - الشيخ زايد - الجيزة,- الشركة تعمل في مجال: توريد محابس المياه و الغاز. - أخصائي أو مهندس مبيعات خبرة بنفس مجال المحابس. - يشترط إمتلاك سيارة (توفر الشركة بدل بنزين).- متوفر راتب اساسي 4000 جنيه + عمولة مبيعات + بدل بنزين. - سنة خبرة على الأقل - ثانوية فنية نظام ٣ سنوات (متوسط) - تسويق ومبيعات,forsana,237544,True
11505,مندوبين مبيعات خارجية - مدينة العبور - القاهرة,لكبرى الشركات فى مجال طباعه الكرتون واستاندات العرض مناديب مبيعات خبره فى التعامل مع الشركات B2B طبيعه العمل : يتم تسليم المندوب داتا من فريق التسويق ويتم التواصل مع هذه الشركات وخذ مواعيد ومعرفه متطلبات الشركه وتقديمها لهم راتب مجزى وحوافز وعمولات وبيئة عمل مناسبهمكان الشركه : العبوريلزم وجود سيارة - سنة خبرة على الأقل - ثانوي عام / أزهري - تسويق ومبيعات,forsana,237543,True
11506,سائق (رخصة درجة ثانية) فى المنيا - المنيا - المنيا,"سائقيين برخصة قيادة درجة ثانية او اولى للعمل بالمنيا لشركة اهداف للتجارة و التوزيع ""قطاع زيوت السيارات"" مجال الشركة زيوت سيارات بريميميشترط ان يكون المرشحيين من المنيا نفسهاالعمل من ص الى 5م الجمعة اجازة + الاجازات السنوية + الاجازات الرسمية حسب طبيعة العملمرتب ثابت بالاضافة الى حوافز شهرية و يصل المرتب الى 4000 ج و يوجد تأمينات اجتماعية و طبية و عقد عمل سنوىالمهام الوظيفيةعمل زيارات يومية الى العملاء المحتملين مع مندوب المبيعات فى خطوط سير محددة داخل المنياالحفاظ على السيارة جيدا و الاهتمام بصيانة السيارة و نظافتها و متابعتها الدوريةالحرص على الوصول الى العملاء فى المواعيد المحددة يومياالتعيين فى اسرع وقت بعد المقابلات فورا للمرشحين - لا يشترط خبرة - ثانوية فنية نظام ٣ سنوات (متوسط) - قيادة وتوصيل",forsana,237540,True
11507,مشرفين انتاج - مدينة العبور - القاهرة,مصنع استنادات عرض كرتون غير مدخنيشترط قرب السكن - سنتان خبرة على الأقل - ثانوية فنية نظام ٣ سنوات (متوسط) - صناعة وزراعة,forsana,237539,True
11508,موارد بشرية - مدينة العبور - القاهرة,يشترط قرب السكن - 4 سنوات خبرة على الأقل - مؤهل عالي - اعمال ادارية,forsana,237538,True
11509,مهندس مدير مكتب فنى مدنى - السادس من اكتوبر - الجيزة,حسب الخبره اجاده برامج sap & Autocad & etab & Revit And Shop drawing is apluse خبرة فى مجال الهندسة الإنشائية والمكتب الفنىالتصميات وحصر ومقايسات عقود ومستخلصات المقاولينخبرة 7 سنوات تخصص مدنىلديه خبرة فى عمل تصميمات إنشائية خبرة فى التعامل مع مهندسى المشروعات فى التصميماتيفض من ساكن أكتوبر أو محيطها - 5- 7 سنوات خبرة - مؤهل عالي - عمارة وهندسة,forsana,237537,True
